warning: `VIRTUAL_ENV=/usr` does not match the project environment path `.venv` and will be ignored; use `--active` to target the active environment instead
W0327 08:31:43.570000 11341 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011421 | lrm: 0.00 | dt: 15733ms | tok/sec: 1,041 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 04898 (68.7%) | loss: 3.613619 | lrm: 0.63 | dt: 42ms | tok/sec: 388,942 | mfu: 2.2% | epoch: 1 | remaining: 94s    
step 04899 (68.7%) | loss: 3.621093 | lrm: 0.63 | dt: 43ms | tok/sec: 384,246 | mfu: 2.2% | epoch: 1 | remaining: 94s    
step 04900 (68.7%) | loss: 3.611532 | lrm: 0.63 | dt: 43ms | tok/sec: 383,141 | mfu: 2.2% | epoch: 1 | remaining: 94s    
step 04901 (68.7%) | loss: 3.609241 | lrm: 0.63 | dt: 42ms | tok/sec: 389,107 | mfu: 2.2% | epoch: 1 | remaining: 94s    
step 04902 (68.8%) | loss: 3.627414 | lrm: 0.62 | dt: 42ms | tok/sec: 390,198 | mfu: 2.2% | epoch: 1 | remaining: 94s    
step 04903 (68.8%) | loss: 3.655260 | lrm: 0.62 | dt: 42ms | tok/sec: 389,636 | mfu: 2.2% | epoch: 1 | remaining: 94s    
step 04904 (68.8%) | loss: 3.644124 | lrm: 0.62 | dt: 42ms | tok/sec: 388,799 | mfu: 2.2% | epoch: 1 | remaining: 94s    
step 04905 (68.8%) | loss: 3.634339 | lrm: 0.62 | dt: 42ms | tok/sec: 390,181 | mfu: 2.2% | epoch: 1 | remaining: 94s    
step 04906 (68.8%) | loss: 3.637865 | lrm: 0.62 | dt: 42ms | tok/sec: 389,888 | mfu: 2.2% | epoch: 1 | remaining: 94s    
step 04907 (68.8%) | loss: 3.631513 | lrm: 0.62 | dt: 42ms | tok/sec: 388,900 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04908 (68.8%) | loss: 3.622697 | lrm: 0.62 | dt: 42ms | tok/sec: 390,048 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04909 (68.9%) | loss: 3.616730 | lrm: 0.62 | dt: 42ms | tok/sec: 389,886 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04910 (68.9%) | loss: 3.622265 | lrm: 0.62 | dt: 42ms | tok/sec: 389,844 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04911 (68.9%) | loss: 3.621653 | lrm: 0.62 | dt: 42ms | tok/sec: 390,431 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04912 (68.9%) | loss: 3.602594 | lrm: 0.62 | dt: 42ms | tok/sec: 390,083 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04913 (68.9%) | loss: 3.632220 | lrm: 0.62 | dt: 42ms | tok/sec: 389,277 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04914 (68.9%) | loss: 3.624188 | lrm: 0.62 | dt: 42ms | tok/sec: 389,734 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04915 (68.9%) | loss: 3.611706 | lrm: 0.62 | dt: 42ms | tok/sec: 388,401 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04916 (69.0%) | loss: 3.614223 | lrm: 0.62 | dt: 42ms | tok/sec: 389,533 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04917 (69.0%) | loss: 3.620643 | lrm: 0.62 | dt: 42ms | tok/sec: 389,334 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04918 (69.0%) | loss: 3.642456 | lrm: 0.62 | dt: 42ms | tok/sec: 389,787 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04919 (69.0%) | loss: 3.643014 | lrm: 0.62 | dt: 42ms | tok/sec: 389,477 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04920 (69.0%) | loss: 3.643406 | lrm: 0.62 | dt: 42ms | tok/sec: 389,984 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04921 (69.0%) | loss: 3.660477 | lrm: 0.62 | dt: 42ms | tok/sec: 390,524 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04922 (69.0%) | loss: 3.628490 | lrm: 0.62 | dt: 42ms | tok/sec: 390,573 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04923 (69.1%) | loss: 3.616600 | lrm: 0.62 | dt: 42ms | tok/sec: 389,970 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04924 (69.1%) | loss: 3.622230 | lrm: 0.62 | dt: 42ms | tok/sec: 389,122 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04925 (69.1%) | loss: 3.626054 | lrm: 0.62 | dt: 42ms | tok/sec: 390,240 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04926 (69.1%) | loss: 3.611739 | lrm: 0.62 | dt: 42ms | tok/sec: 390,163 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04927 (69.1%) | loss: 3.646929 | lrm: 0.62 | dt: 42ms | tok/sec: 389,054 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04928 (69.1%) | loss: 3.639562 | lrm: 0.62 | dt: 42ms | tok/sec: 389,681 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04929 (69.1%) | loss: 3.650591 | lrm: 0.62 | dt: 42ms | tok/sec: 390,613 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04930 (69.2%) | loss: 3.654495 | lrm: 0.62 | dt: 42ms | tok/sec: 390,855 | mfu: 2.2% | epoch: 1 | remaining: 93s    
step 04931 (69.2%) | loss: 3.658687 | lrm: 0.62 | dt: 42ms | tok/sec: 390,039 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04932 (69.2%) | loss: 3.669014 | lrm: 0.62 | dt: 42ms | tok/sec: 390,178 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04933 (69.2%) | loss: 3.651660 | lrm: 0.62 | dt: 42ms | tok/sec: 390,649 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04934 (69.2%) | loss: 3.656316 | lrm: 0.62 | dt: 42ms | tok/sec: 390,578 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04935 (69.2%) | loss: 3.670402 | lrm: 0.62 | dt: 43ms | tok/sec: 381,418 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04936 (69.2%) | loss: 3.646454 | lrm: 0.62 | dt: 44ms | tok/sec: 374,331 | mfu: 2.1% | epoch: 1 | remaining: 92s    
step 04937 (69.2%) | loss: 3.660784 | lrm: 0.62 | dt: 43ms | tok/sec: 382,301 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04938 (69.3%) | loss: 3.653107 | lrm: 0.61 | dt: 42ms | tok/sec: 389,228 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04939 (69.3%) | loss: 3.648294 | lrm: 0.61 | dt: 42ms | tok/sec: 388,827 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04940 (69.3%) | loss: 3.658713 | lrm: 0.61 | dt: 42ms | tok/sec: 387,173 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04941 (69.3%) | loss: 3.652695 | lrm: 0.61 | dt: 42ms | tok/sec: 388,098 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04942 (69.3%) | loss: 3.654167 | lrm: 0.61 | dt: 42ms | tok/sec: 389,630 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04943 (69.3%) | loss: 3.648807 | lrm: 0.61 | dt: 42ms | tok/sec: 390,252 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04944 (69.3%) | loss: 3.654060 | lrm: 0.61 | dt: 42ms | tok/sec: 390,549 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04945 (69.4%) | loss: 3.655157 | lrm: 0.61 | dt: 42ms | tok/sec: 390,158 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04946 (69.4%) | loss: 3.645520 | lrm: 0.61 | dt: 42ms | tok/sec: 390,121 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04947 (69.4%) | loss: 3.649116 | lrm: 0.61 | dt: 44ms | tok/sec: 374,174 | mfu: 2.1% | epoch: 1 | remaining: 92s    
step 04948 (69.4%) | loss: 3.645769 | lrm: 0.61 | dt: 43ms | tok/sec: 376,842 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04949 (69.4%) | loss: 3.647093 | lrm: 0.61 | dt: 43ms | tok/sec: 378,354 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04950 (69.4%) | loss: 3.668693 | lrm: 0.61 | dt: 42ms | tok/sec: 390,207 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04951 (69.4%) | loss: 3.644541 | lrm: 0.61 | dt: 42ms | tok/sec: 389,804 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04952 (69.5%) | loss: 3.641385 | lrm: 0.61 | dt: 42ms | tok/sec: 390,662 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04953 (69.5%) | loss: 3.624129 | lrm: 0.61 | dt: 42ms | tok/sec: 389,418 | mfu: 2.2% | epoch: 1 | remaining: 92s    
step 04954 (69.5%) | loss: 3.655935 | lrm: 0.61 | dt: 42ms | tok/sec: 387,309 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04955 (69.5%) | loss: 3.656637 | lrm: 0.61 | dt: 42ms | tok/sec: 390,400 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04956 (69.5%) | loss: 3.671500 | lrm: 0.61 | dt: 42ms | tok/sec: 390,278 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04957 (69.5%) | loss: 3.656455 | lrm: 0.61 | dt: 42ms | tok/sec: 386,872 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04958 (69.5%) | loss: 3.643769 | lrm: 0.61 | dt: 42ms | tok/sec: 390,309 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04959 (69.6%) | loss: 3.656373 | lrm: 0.61 | dt: 42ms | tok/sec: 388,517 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04960 (69.6%) | loss: 3.650477 | lrm: 0.61 | dt: 43ms | tok/sec: 383,162 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04961 (69.6%) | loss: 3.643142 | lrm: 0.61 | dt: 42ms | tok/sec: 386,418 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04962 (69.6%) | loss: 3.647572 | lrm: 0.61 | dt: 42ms | tok/sec: 388,026 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04963 (69.6%) | loss: 3.644669 | lrm: 0.61 | dt: 42ms | tok/sec: 389,435 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04964 (69.6%) | loss: 3.626355 | lrm: 0.61 | dt: 42ms | tok/sec: 387,851 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04965 (69.6%) | loss: 3.636990 | lrm: 0.61 | dt: 42ms | tok/sec: 389,654 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04966 (69.7%) | loss: 3.624044 | lrm: 0.61 | dt: 42ms | tok/sec: 390,274 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04967 (69.7%) | loss: 3.639647 | lrm: 0.61 | dt: 42ms | tok/sec: 390,305 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04968 (69.7%) | loss: 3.632026 | lrm: 0.61 | dt: 42ms | tok/sec: 390,205 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04969 (69.7%) | loss: 3.651124 | lrm: 0.61 | dt: 42ms | tok/sec: 389,334 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04970 (69.7%) | loss: 3.653200 | lrm: 0.61 | dt: 42ms | tok/sec: 388,425 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04971 (69.7%) | loss: 3.648956 | lrm: 0.61 | dt: 42ms | tok/sec: 389,462 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04972 (69.7%) | loss: 3.662137 | lrm: 0.61 | dt: 42ms | tok/sec: 389,968 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04973 (69.8%) | loss: 3.636368 | lrm: 0.60 | dt: 42ms | tok/sec: 389,387 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04974 (69.8%) | loss: 3.626791 | lrm: 0.60 | dt: 42ms | tok/sec: 389,855 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04975 (69.8%) | loss: 3.631486 | lrm: 0.60 | dt: 42ms | tok/sec: 389,409 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04976 (69.8%) | loss: 3.639988 | lrm: 0.60 | dt: 42ms | tok/sec: 389,652 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04977 (69.8%) | loss: 3.641996 | lrm: 0.60 | dt: 42ms | tok/sec: 390,294 | mfu: 2.2% | epoch: 1 | remaining: 91s    
step 04978 (69.8%) | loss: 3.624767 | lrm: 0.60 | dt: 42ms | tok/sec: 390,615 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04979 (69.8%) | loss: 3.615225 | lrm: 0.60 | dt: 42ms | tok/sec: 390,509 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04980 (69.9%) | loss: 3.617345 | lrm: 0.60 | dt: 42ms | tok/sec: 390,640 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04981 (69.9%) | loss: 3.618759 | lrm: 0.60 | dt: 42ms | tok/sec: 390,487 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04982 (69.9%) | loss: 3.604358 | lrm: 0.60 | dt: 42ms | tok/sec: 390,154 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04983 (69.9%) | loss: 3.614152 | lrm: 0.60 | dt: 42ms | tok/sec: 389,455 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04984 (69.9%) | loss: 3.624759 | lrm: 0.60 | dt: 42ms | tok/sec: 387,719 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04985 (69.9%) | loss: 3.632658 | lrm: 0.60 | dt: 42ms | tok/sec: 389,628 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04986 (69.9%) | loss: 3.663783 | lrm: 0.60 | dt: 42ms | tok/sec: 388,157 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04987 (70.0%) | loss: 3.645289 | lrm: 0.60 | dt: 42ms | tok/sec: 388,876 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04988 (70.0%) | loss: 3.625069 | lrm: 0.60 | dt: 42ms | tok/sec: 389,658 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04989 (70.0%) | loss: 3.625384 | lrm: 0.60 | dt: 42ms | tok/sec: 390,232 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04990 (70.0%) | loss: 3.612663 | lrm: 0.60 | dt: 42ms | tok/sec: 390,400 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04991 (70.0%) | loss: 3.624862 | lrm: 0.60 | dt: 42ms | tok/sec: 390,003 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04992 (70.0%) | loss: 3.640352 | lrm: 0.60 | dt: 42ms | tok/sec: 390,673 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04993 (70.0%) | loss: 3.623956 | lrm: 0.60 | dt: 42ms | tok/sec: 390,646 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04994 (70.1%) | loss: 3.608085 | lrm: 0.60 | dt: 43ms | tok/sec: 383,924 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04995 (70.1%) | loss: 3.606540 | lrm: 0.60 | dt: 42ms | tok/sec: 385,730 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04996 (70.1%) | loss: 3.588296 | lrm: 0.60 | dt: 42ms | tok/sec: 390,267 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04997 (70.1%) | loss: 3.597871 | lrm: 0.60 | dt: 42ms | tok/sec: 390,265 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04998 (70.1%) | loss: 3.607973 | lrm: 0.60 | dt: 42ms | tok/sec: 388,489 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 04999 (70.1%) | loss: 3.602273 | lrm: 0.60 | dt: 43ms | tok/sec: 384,233 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 05000 (70.1%) | loss: 3.619188 | lrm: 0.60 | dt: 42ms | tok/sec: 388,026 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 05001 (70.1%) | loss: 3.621026 | lrm: 0.60 | dt: 42ms | tok/sec: 389,789 | mfu: 2.2% | epoch: 1 | remaining: 90s    
step 05002 (70.2%) | loss: 3.618549 | lrm: 0.60 | dt: 42ms | tok/sec: 390,209 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05003 (70.2%) | loss: 3.605757 | lrm: 0.60 | dt: 42ms | tok/sec: 390,622 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05004 (70.2%) | loss: 3.619090 | lrm: 0.60 | dt: 43ms | tok/sec: 385,093 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05005 (70.2%) | loss: 3.612301 | lrm: 0.60 | dt: 44ms | tok/sec: 375,867 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05006 (70.2%) | loss: 3.615269 | lrm: 0.60 | dt: 43ms | tok/sec: 377,386 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05007 (70.2%) | loss: 3.602640 | lrm: 0.60 | dt: 42ms | tok/sec: 389,045 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05008 (70.2%) | loss: 3.594286 | lrm: 0.60 | dt: 42ms | tok/sec: 387,763 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05009 (70.3%) | loss: 3.617947 | lrm: 0.59 | dt: 44ms | tok/sec: 371,420 | mfu: 2.1% | epoch: 1 | remaining: 89s    
step 05010 (70.3%) | loss: 3.598832 | lrm: 0.59 | dt: 44ms | tok/sec: 370,949 | mfu: 2.1% | epoch: 1 | remaining: 89s    
step 05011 (70.3%) | loss: 3.591641 | lrm: 0.59 | dt: 42ms | tok/sec: 387,069 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05012 (70.3%) | loss: 3.605743 | lrm: 0.59 | dt: 42ms | tok/sec: 389,405 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05013 (70.3%) | loss: 3.605786 | lrm: 0.59 | dt: 42ms | tok/sec: 390,099 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05014 (70.3%) | loss: 3.612263 | lrm: 0.59 | dt: 42ms | tok/sec: 389,703 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05015 (70.3%) | loss: 3.616148 | lrm: 0.59 | dt: 42ms | tok/sec: 390,061 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05016 (70.4%) | loss: 3.608550 | lrm: 0.59 | dt: 42ms | tok/sec: 389,334 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05017 (70.4%) | loss: 3.603494 | lrm: 0.59 | dt: 42ms | tok/sec: 388,946 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05018 (70.4%) | loss: 3.606216 | lrm: 0.59 | dt: 42ms | tok/sec: 390,325 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05019 (70.4%) | loss: 3.604074 | lrm: 0.59 | dt: 42ms | tok/sec: 389,727 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05020 (70.4%) | loss: 3.603175 | lrm: 0.59 | dt: 42ms | tok/sec: 388,856 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05021 (70.4%) | loss: 3.614355 | lrm: 0.59 | dt: 42ms | tok/sec: 390,507 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05022 (70.4%) | loss: 3.604111 | lrm: 0.59 | dt: 42ms | tok/sec: 390,147 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05023 (70.5%) | loss: 3.609450 | lrm: 0.59 | dt: 42ms | tok/sec: 390,478 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05024 (70.5%) | loss: 3.598346 | lrm: 0.59 | dt: 42ms | tok/sec: 389,939 | mfu: 2.2% | epoch: 1 | remaining: 89s    
step 05025 (70.5%) | loss: 3.572784 | lrm: 0.59 | dt: 42ms | tok/sec: 389,341 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05026 (70.5%) | loss: 3.559297 | lrm: 0.59 | dt: 42ms | tok/sec: 389,986 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05027 (70.5%) | loss: 3.563534 | lrm: 0.59 | dt: 42ms | tok/sec: 390,438 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05028 (70.5%) | loss: 3.573723 | lrm: 0.59 | dt: 42ms | tok/sec: 390,542 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05029 (70.5%) | loss: 3.573330 | lrm: 0.59 | dt: 42ms | tok/sec: 390,378 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05030 (70.6%) | loss: 3.581952 | lrm: 0.59 | dt: 42ms | tok/sec: 390,209 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05031 (70.6%) | loss: 3.577853 | lrm: 0.59 | dt: 42ms | tok/sec: 388,265 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05032 (70.6%) | loss: 3.583406 | lrm: 0.59 | dt: 43ms | tok/sec: 376,962 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05033 (70.6%) | loss: 3.588228 | lrm: 0.59 | dt: 43ms | tok/sec: 378,223 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05034 (70.6%) | loss: 3.610032 | lrm: 0.59 | dt: 43ms | tok/sec: 377,809 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05035 (70.6%) | loss: 3.591987 | lrm: 0.59 | dt: 42ms | tok/sec: 387,840 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05036 (70.6%) | loss: 3.575097 | lrm: 0.59 | dt: 42ms | tok/sec: 390,103 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05037 (70.7%) | loss: 3.589600 | lrm: 0.59 | dt: 42ms | tok/sec: 390,063 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05038 (70.7%) | loss: 3.588115 | lrm: 0.59 | dt: 42ms | tok/sec: 389,844 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05039 (70.7%) | loss: 3.577067 | lrm: 0.59 | dt: 42ms | tok/sec: 389,477 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05040 (70.7%) | loss: 3.571935 | lrm: 0.59 | dt: 43ms | tok/sec: 384,623 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05041 (70.7%) | loss: 3.587556 | lrm: 0.59 | dt: 42ms | tok/sec: 387,899 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05042 (70.7%) | loss: 3.602641 | lrm: 0.59 | dt: 42ms | tok/sec: 390,420 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05043 (70.7%) | loss: 3.631236 | lrm: 0.59 | dt: 42ms | tok/sec: 390,518 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05044 (70.8%) | loss: 3.629878 | lrm: 0.58 | dt: 42ms | tok/sec: 390,032 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05045 (70.8%) | loss: 3.623515 | lrm: 0.58 | dt: 42ms | tok/sec: 390,165 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05046 (70.8%) | loss: 3.617586 | lrm: 0.58 | dt: 42ms | tok/sec: 390,749 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05047 (70.8%) | loss: 3.613854 | lrm: 0.58 | dt: 42ms | tok/sec: 390,673 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05048 (70.8%) | loss: 3.614428 | lrm: 0.58 | dt: 42ms | tok/sec: 390,209 | mfu: 2.2% | epoch: 1 | remaining: 88s    
step 05049 (70.8%) | loss: 3.612070 | lrm: 0.58 | dt: 42ms | tok/sec: 390,551 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05050 (70.8%) | loss: 3.612517 | lrm: 0.58 | dt: 42ms | tok/sec: 390,309 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05051 (70.9%) | loss: 3.604760 | lrm: 0.58 | dt: 42ms | tok/sec: 390,469 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05052 (70.9%) | loss: 3.600123 | lrm: 0.58 | dt: 42ms | tok/sec: 389,758 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05053 (70.9%) | loss: 3.617122 | lrm: 0.58 | dt: 42ms | tok/sec: 389,727 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05054 (70.9%) | loss: 3.612320 | lrm: 0.58 | dt: 42ms | tok/sec: 389,953 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05055 (70.9%) | loss: 3.613123 | lrm: 0.58 | dt: 42ms | tok/sec: 387,604 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05056 (70.9%) | loss: 3.594185 | lrm: 0.58 | dt: 42ms | tok/sec: 388,757 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05057 (70.9%) | loss: 3.595925 | lrm: 0.58 | dt: 42ms | tok/sec: 388,504 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05058 (71.0%) | loss: 3.602983 | lrm: 0.58 | dt: 42ms | tok/sec: 390,090 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05059 (71.0%) | loss: 3.592579 | lrm: 0.58 | dt: 42ms | tok/sec: 390,471 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05060 (71.0%) | loss: 3.588108 | lrm: 0.58 | dt: 42ms | tok/sec: 391,100 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05061 (71.0%) | loss: 3.587021 | lrm: 0.58 | dt: 42ms | tok/sec: 390,289 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05062 (71.0%) | loss: 3.609256 | lrm: 0.58 | dt: 42ms | tok/sec: 390,116 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05063 (71.0%) | loss: 3.594227 | lrm: 0.58 | dt: 42ms | tok/sec: 390,132 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05064 (71.0%) | loss: 3.593922 | lrm: 0.58 | dt: 45ms | tok/sec: 367,967 | mfu: 2.1% | epoch: 1 | remaining: 87s    
step 05065 (71.1%) | loss: 3.597742 | lrm: 0.58 | dt: 43ms | tok/sec: 377,974 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05066 (71.1%) | loss: 3.597405 | lrm: 0.58 | dt: 43ms | tok/sec: 385,447 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05067 (71.1%) | loss: 3.615399 | lrm: 0.58 | dt: 42ms | tok/sec: 389,107 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05068 (71.1%) | loss: 3.608089 | lrm: 0.58 | dt: 42ms | tok/sec: 388,201 | mfu: 2.2% | epoch: 1 | remaining: 87s    
